SMILES,PC1_acid_base_score,AcidBaseClass
CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)SCCOCCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21,0.12793749199169147,Neutral
CC(=O)N1c2ccc(-c3ccc(C(=O)NCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,0.14957985095227894,Neutral
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](OC(=O)Cc2ccccc2)C(C)(C)C)cc1,0.02707716164227813,Neutral
COc1ccc(CNS(=O)(=O)/C=C/c2ccc(OC(C)=O)c(OC(C)=O)c2)cc1,0.004966334743918935,Neutral
COc1ccc(CNS(=O)(=O)/C=C/c2ccc(O)c(O)c2)cc1,-0.006295971442128066,Neutral
N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1Cl,-0.016667418627161357,Neutral
O=C(Nc1cccc([N+](=O)[O-])c1)c1cc(Cl)ccc1O,-0.020974229556956568,Neutral
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1ccccc1O,-0.020974229556956568,Neutral
O=P(O)(O)C(F)(F)c1cc(Cl)c2ncccc2c1,-0.03425229515764067,Neutral
O=P(O)(O)C(F)(F)c1ccccc1,-0.05023342710040924,Neutral
CCCN(CCCc1ccccc1)Cc1cccc(OCc2ccccc2)c1,-0.04054821796557585,Neutral
COc1cc(OC)cc(C(=O)Nc2cnc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(OC)c3)nc2NCCS(C)(=O)=O)c1,0.07872632404210124,Neutral
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)C(C)(C)C)cc1,0.19814618258650407,Neutral
O=C1CC(c2ccccc2)C=C1O,-0.057155089566542375,Neutral
O=S(=O)(Cc1ccccc1)c1ccccc1O,-0.04185124050913571,Neutral
O=C(Nc1nc2cc(-c3ccccc3)ccn2n1)c1cccc(Cl)c1,-0.02378069622931337,Neutral
O=C(Nc1nc2nc(-c3ccccc3)ccn2n1)c1cccc([N+](=O)[O-])c1,0.0006102390760518746,Neutral
C[C@@H](OC(C)(C)C)[C@@H]1NC(=O)CNC(=O)[C@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CNC(=O)[C@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)NC(=O)CN(C)C1=O,0.12343240168062827,Neutral
CN1CC(=O)N[C@@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)CC(=O)N[C@@H](CSC(c2ccccc2)(c2ccccc2)c2ccccc2)C1=O,0.1290952221299983,Neutral
Cc1nc2cc(-c3ccc(OCc4ccccc4)cc3)nn2c(-c2cc(F)c3c(c2C)CCCO3)c1C(OC(C)(C)C)C(=O)O,0.028547993178874145,Neutral
CCCCCC(C)(O)C/C=C/[C@H]1COC(=O)N1CCSc1nc(C(=O)O)cs1,0.007512050363840798,Neutral
CC(C)c1ccc(/C=C/c2nc(NCCN(C)C)c3ccccc3n2)cc1,-0.024698518108852013,Neutral
CC(C)c1ccc(/C=C/c2nc(NCCN(C)C)c3cc(F)ccc3n2)cc1,-0.022647067574090633,Neutral
CCN(CC)CCNc1nc(/C=C/c2ccc(C(C)C)cc2)nc2ccc(F)cc12,-0.019154313648044295,Neutral
COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,0.0013575812206165015,Neutral
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCOCCOCCNC(=O)OC(C)(C)C)CC2)n1,0.0709833015526789,Neutral
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.1112036286884894,Neutral
Oc1ccc2cc(-c3ccc(O)c4ncccc34)oc2c1,-0.026048565185221095,Neutral
Oc1c(Cl)cc(-c2cc3ccccc3o2)c2cccnc12,-0.03714343863679189,Neutral
CC1(CC(=O)NCCNc2ccnc3cc(Cl)ccc23)CC2(CCCCC2)OO1,-0.004912993650976594,Neutral
NC/C=C\CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,-0.01712826598987944,Neutral
Oc1cc(O)c2cc(-c3ccc4cccc(O)c4n3)oc2c1,-0.01193633014739283,Neutral
COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)ccc1-c1ccccc1,0.010180221213041898,Neutral
COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nnc1-c1ccccc1,0.022762457605174,Neutral
COc1ccc(Cl)cc1-n1nc(C)nc1[C@@H]1O[C@H](CO)[C@H](O)[C@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,0.053890874392093786,Neutral
N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,-0.011400748654759253,Neutral
COc1ccc(Cn2cc(C(=O)NCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1,0.0277144698653379,Neutral
Cc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C)CC3)sc2-c2ccc(C)cc2)cc1,-0.012483808698759011,Neutral
COc1cc2c(NCC3CCN(C(C)C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,0.01069512400105859,Neutral
CCc1ccc(-c2cc(NC3CCC34CCN(C)CC4)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,0.012384831613850974,Neutral
COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OCC1CCN(C)CC1,0.01063999683949443,Neutral
COc1ccc(/C=N/NC(N)=S)cc1,-0.041217195512116715,Neutral
N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3ccc(O)cc3)c2c1,-0.002673172022049681,Neutral
N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3ccc4c(c3)OC(F)(F)O4)c2c1,0.003759910954171419,Neutral
N#Cc1ccc2cc3c(=O)[nH]c(=O)nc-3n(-c3ccc(Oc4ccc(F)cc4)cc3)c2c1,0.0027079690548836256,Neutral
FC(F)(F)Cn1nnc(-c2ccc(NC3CCCCC3)cc2)n1,-0.023964087332962635,Neutral
CCC[C@H](C)[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](O)[C@@H]1C,0.09820786583823118,Neutral
O=C(O)c1cccc(-n2sc3ccccc3c2=O)c1,-0.03397802052373411,Neutral
N#Cc1c(Cl)nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,0.00043200137629119666,Neutral
N#Cc1c(Cl)nc(NCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,-0.001314375586731974,Neutral
C1COCCN1.COc1ccc(P(=S)(S)OC)cc1,-0.02584221286368287,Neutral
CN(C)CCNc1nc(/C=C/c2ccc(F)cc2)nc2ccccc12,-0.02789526220356925,Neutral
CN(C)CCNc1nc(/C=C/c2ccc(S(C)(=O)=O)cc2)nc2ccccc12,-0.007347649666349851,Neutral
CN(C)CCCNc1nc(/C=C/c2ccc(S(C)(=O)=O)cc2)nc2ccc(Cl)cc12,-0.0025839111170691985,Neutral
CCN(CC)CCNc1nc(/C=C/c2ccc(S(C)(=O)=O)cc2)nc2ccc(Cl)cc12,-0.000837534154046035,Neutral
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,0.06821336976869548,Neutral
CC(C)C[C@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C1=O,0.06460979209289931,Neutral
CC(C)C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,0.07225695540566471,Neutral
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C1=O,0.08036993033742577,Neutral
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,0.09673337052987777,Neutral
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)CNC1=O,0.07898606731360927,Neutral
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,0.1092133853522237,Neutral
CCOc1ccc(C[C@H]2CC[C@H](C(=O)NO)CC2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,0.022619800286320466,Neutral
O=S(=O)(/C=C/c1ccc(O)c(O)c1)NCCc1ccc(Cl)cc1,-0.010664928838485969,Neutral
COc1ccc(Cn2cc(C(=O)NCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1,0.021531959468297772,Neutral
C#CCNC1=C(Cl)C(=O)c2ccccc2C1=O,-0.043424071706639165,Neutral
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-0.014299809422725192,Neutral
CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(N)cc1,-0.010346196061469432,Neutral
CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(OC)cc1,-0.01629428393789652,Neutral
CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(O)cc1,-0.01138192088336585,Neutral
CCCCc1nc2c(N)nc3ccccc3c2n1Cc1cccc(O)c1,-0.01138192088336585,Neutral
CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(NC(=O)OC(C)C)cc1,0.006446042310731999,Neutral
CC1(CC(=O)NCc2ccncc2)CC2(CCCCC2)OO1,-0.028910159435197355,Neutral
C/C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CN,-0.015381889026856273,Neutral
CCN(C)C(=O)Oc1cccc(CNC(=O)c2cc(O)c(O)c(O)c2)c1,0.010772785512314743,Neutral
CCN(C)C(=O)Oc1cccc(NC(=O)CCCCC2CCSS2)c1,-0.018094470415861628,Neutral
O=S(=O)(/C=C/c1ccc(O)c(O)c1)Cc1ccccc1,-0.024344223722789046,Neutral
CN(C)CCNc1nc(/C=C/c2ccc(S(C)(=O)=O)cc2)nc2ccc(Cl)cc12,-0.004330288080092369,Neutral
CN(C)CCCNc1nc(/C=C/c2ccc(F)cc2)nc2ccc(Cl)cc12,-0.0231315236542886,Neutral
COc1cc2c(cc1OC)C(CCCCCCN(C)Cc1ccccc1)OC2=O,-0.020119996915944804,Neutral
CSCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C,0.7792212373362868,Acidic
Oc1c(F)cc(Cc2ccccc2)cc1F,-0.058529578537285895,Neutral
O=S(=O)(NCc1ccc(-c2ccc(F)cc2F)cn1)c1cc2cc(Cl)ccc2[nH]1,-0.010876737491063207,Neutral
Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)n(-c2cccc(Cl)c2)n1,0.04469100240879617,Neutral
O=C(Nc1ccc2[nH]ccc2n1)c1ccc(Cl)c(Cl)c1,-0.03415455966935414,Neutral
O=C(Nc1ccc2[nH]ccc2n1)c1ccc(Cl)c(F)c1,-0.03512047072085024,Neutral
CC(C)(CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CNC1CCOCC1,8.227024784486773e-05,Neutral
c1ccc2c(c1)CN[C@@H](CN(CCCCNC1CCCCC1)[C@H]1CCCc3cccnc31)C2,-0.009219293424221979,Neutral
CC(=O)N1CCC(COc2ccc(-c3ccn[nH]3)nc2)CC1,-0.027037538247122482,Neutral
COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCC3)c(O)c1)CO2,-0.007889671143916456,Neutral
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-0.028336709057580574,Neutral
CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@@H]1O,0.08468988421971116,Neutral
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@@H]1O,0.08468988421971116,Neutral
CC(=O)Oc1ccc(/C=C/S(=O)(=O)NCc2ccc(Cl)cc2)cc1OC(C)=O,-0.0012161756531211803,Neutral
O=S(=O)(/C=C/c1ccc(O)c(O)c1)NCCCc1ccccc1,-0.011935913461720278,Neutral
COc1ccc(C(=O)CCC2C=CN(Cc3cccc(Cl)c3)C=C2C(C)=O)cc1OC,-0.014174951212961405,Neutral
COc1cc2c(NC3CCC34CCN(C)CC4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,0.010612148545401599,Neutral
COc1cc2c(NC3CCC34CCN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,0.008865771582378435,Neutral
CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCC5(CC5)C4)cc3n2)o1,0.010638454650827812,Neutral
O=C(NC(CCc1ccccc1)C(=O)NCc1cn2cccnc2n1)c1cc(Cl)c(Cl)[nH]1,0.012040203346549634,Neutral
CC(=O)N1CCO[C@@H](CNC(=O)[C@H](CCc2ccccc2)NC(=O)c2cc(Cl)c(Cl)[nH]2)C1,0.00904561897229036,Neutral
O=C(N[C@@H](CCc1ccccc1)C(=O)NC[C@H]1COCCO1)c1cc(Cl)c(Cl)[nH]1,0.0015561061229704787,Neutral
O=C(N[C@@H](CCc1ccccc1)C(=O)NCc1cn2cccnc2n1)c1cc(Cl)c(Cl)[nH]1,0.012040203346549634,Neutral
C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)c1cc(Cl)c(Cl)[nH]1)c1cn2cccnc2n1,0.013753552735246184,Neutral
O=C(N[C@H](C(=O)NCc1cn2cccnc2n1)[C@@H]1CCc2ccccc2C1)c1cc(Cl)c(Cl)[nH]1,0.015519921425767554,Neutral
O=C(N[C@H](C(=O)NCc1cn2cccnc2n1)[C@@H]1C[C@H]1c1ccccc1)c1cc(Cl)c(Cl)[nH]1,0.013698425573682036,Neutral
C[C@H](NC(=O)[C@]1(NC(=O)c2cc(Cl)c(Cl)[nH]2)CO[C@H](c2ccccc2)C1)c1ncc2c(n1)CN(CCC(F)(F)F)C2,0.034261343492787526,Neutral
COc1ccc(C(=O)Nc2ccccc2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1,0.002604758231205858,Neutral
Oc1c(Cl)cc(Cl)c2ccc(-c3cc4ccccc4[nH]3)nc12,-0.03272987481307525,Neutral
c1ccc2c(c1)CN[C@@H](CN(CCCCNCc1ccncc1)[C@H]1CCCc3cccnc31)C2,-0.001472352130699116,Neutral
CCC[C@H](C)[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](O)[C@@H]1C,0.09820786583823118,Neutral
CC(=O)N(O)CCc1ccccc1,-0.05608943540402972,Neutral
CS(=O)(=O)NCCCc1ccccc1,-0.05186570906598781,Neutral
O=C1CC(=O)C(Cc2ccccc2)N1,-0.05333208362226333,Neutral
O=C(O)[C@H](Cc1c[nH]c2ccccc12)N(Cc1ccccc1)Cc1ccccc1,-0.021273904894479435,Neutral
COc1ccc(/C=C2\COc3cc(OCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3C2=O)cc1,0.014279779174927287,Neutral
Cc1cccc(CN2CCC(CN3Cc4cccc(C(N)=O)c4C3=O)CC2)c1.Cl,-0.0180807391633524,Neutral
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)CN(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C1=O,0.060837963750760025,Neutral
C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC1=O,0.03021639329744657,Neutral
CCNC(=S)Nc1cc(-n2cnc(CN3CCCCC3)c2)ncn1,-0.010235095849597508,Neutral
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,0.07723216428062529,Neutral
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,0.07272276702466039,Neutral
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,0.07272276702466038,Neutral
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC1=O,0.07272276702466039,Neutral
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,0.1161584981836814,Neutral
CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,0.07436615551865476,Neutral
Oc1n[nH]c2cc(Cl)ccc12,-0.052506261627805036,Neutral
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CO)C(C)(C)C)cc1,0.03261426876337553,Neutral
CC(=O)NC1(C(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)CC1,0.04304305105908218,Neutral
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2COC2)C(C)(C)C)cc1,0.029325303074106843,Neutral
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCOCCOCCNC(=O)CS(=O)(=O)O)CC2)n1,0.08962701745468288,Neutral
NCc1cccc(C(=O)N2CCC(CCCCNC(=O)/C=C/c3cccnc3)CC2)c1,-0.0034520404442528437,Neutral
O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,-0.020445633921033164,Neutral
Cc1nn(CCOCCOCCNC(=O)C2C(C(=O)O)C(C(=O)O)C2C(=O)O)cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,0.0792424559456201,Neutral
Oc1ccc2cc(-c3ccc4cccc(O)c4n3)oc2c1,-0.026048565185221095,Neutral
Oc1c(Cl)cc(-c2cc3cccc(O)c3o2)c2cccnc12,-0.02303120359896362,Neutral
Oc1ccc2oc(-c3cc(Cl)c(O)c4ncccc34)cc2c1,-0.023031203598963615,Neutral
Oc1cc(O)c2cc(-c3cc(I)c(O)c4ncccc34)oc2c1,-0.002988964961855637,Neutral
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,0.06821336976869548,Neutral
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,-0.008089605286529702,Neutral
NC(=O)c1cc[n+](CCC[n+]2cc(Cl)c(/C=N/O)c(Cl)c2)cc1.[Br-].[Br-],-0.005928783989150144,Neutral
c1ccc(CNCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)nc1,-0.0014723521306991122,Neutral
c1cncc(CN(CCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)Cc2cccnc2)c1,0.010414410477077928,Neutral
FC1(F)CCC(NCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,-0.005110014882769561,Neutral
CC(C)(N)CCCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,-0.013547975749462787,Neutral
c1ccc(CNCc2ccc(CN(C[C@H]3Cc4ccccc4CN3)[C@H]3CCCc4cccnc43)cc2)nc1,0.0051148508880071355,Neutral
COc1cc(C2=NN(S(=O)(=O)c3ccc(C)cc3)C(c3ccc(Cl)cc3)C2)ccc1O,-0.0039983541490522705,Neutral
O=c1ccc2ccc(OC[C@@H]3CCCN3Cc3cccc4ccccc34)cc2o1,-0.025602653842185685,Neutral
c1cc(-c2nn[nH]n2)ccc1NC1CCCCC1,-0.030708615067362464,Neutral
Cn1nnc(-c2c(F)cc(NC3CCCCC3)cc2F)n1,-0.027719804190338954,Neutral
Cn1nnc(-c2ccc(NC3CCCCC3)cc2F)n1,-0.02977125472510034,Neutral
Cn1nnc(-c2ccc(NC3CCCCC3)cc2C(F)(F)F)n1,-0.023962831164249233,Neutral
CCCCCCCCNc1ccc(-c2nnn(C)n2)cc1N,-0.013099325229193931,Neutral
Cn1nnc(-c2cc(N)c(NC3CCCCC3)cc2F)n1,-0.014623294865375652,Neutral
O=C(/C=C/c1ccc(O)c(O)c1)c1cccnc1,-0.03006945998729099,Neutral
O=C(/C=C/c1cccc(O)c1)c1cccnc1,-0.04418169502511926,Neutral
Oc1ccc(CCNCc2ccc(OCc3ccccc3)cc2)cc1,-0.02716571656085218,Neutral
c1ccc(CNCc2cccc(OCc3ccccc3)c2)cc1,-0.04309150459936266,Neutral
CC[N+](C)(C)CCCOc1ccc2c(c1)CN(C(=O)c1ccc(O)c(Sc3ccc(C)c(C)c3)c1)C2.O=C([O-])C(F)(F)F,0.023030158031312968,Neutral
Cc1[nH]c2ccccc2c1CC(=O)NCCC1CCN(Cc2ccccc2)CC1,-0.022386490320835003,Neutral
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5nc6c(c(N)c45)CCC6)CC3)c2c1,0.005875717866103952,Neutral
N#Cc1ccc2[nH]cc(CCCN3CCN(c4cccc5nc6c(c(N)c45)CCCC6)CC3)c2c1,0.005875717866103956,Neutral
Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5nc6c(c(N)c45)CCCC6)CC3)c2c1,-0.002222081687614366,Neutral
CC1COc2c(N3CCN(C)CC3)c(F)cc3c2N1CC(C(=O)O)C3=O,-0.011258195733608185,Neutral
C[C@H]1CCCN1Cc1nc2cc(NC(=O)c3ccc(-c4ccncn4)cc3)ccc2[nH]1,-0.000707485624893293,Neutral
C[C@H]1CCCN1Cc1cc2ccc(NC(=O)c3ccc4c(cnn4C)c3)cc2[nH]1,-0.011749581438888093,Neutral
C[C@H]1CCCN1Cc1cc2ncc(NC(=O)c3ccc(-c4cnccn4)cc3F)cc2[nH]1,0.0013439649098680934,Neutral
O=C(c1ccc(Sc2cccc(C(F)(F)F)c2)cc1)C1CCN(C(=O)c2cc(O)ccc2F)CC1,-0.005351847604935858,Neutral
O=C(/C=C/c1ccc(F)cc1F)N1CCN(Cc2ccc(O)c3ncccc23)CC1,-0.01563281940918471,Neutral
COc1ncc(-c2cc3c(C)nc(N)nc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.02002662679133372,Neutral
c1ccc(CN[C@@H]2C3CCN(CC3)[C@@H]2Cc2ccccc2)cc1,-0.04379941072071813,Neutral
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC1=O,0.08518423725847123,Neutral
COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@@H]1[N@](C2)C[C@H]3OC(=O)c1cccc(C)c1,-0.001924106731033559,Neutral
Cc1c(N2CC(N)C2)c(F)cc2c(=O)c(C(=O)O)cn(-c3nc(N)c(F)cc3F)c12,0.018967189441632906,Neutral
CCNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4nc(N)c(F)cc4F)c3c2C)C1,0.01988609329648436,Neutral
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,-0.01613902822287061,Neutral
NCCc1ccc(O)c(O)c1,-0.04163596373350159,Neutral
